esac_id_unique,esac_id,relationship,end_date,c_a_only,data_url,last_reviewed
cam2020elnet_3,cam2020elnet,STM & Hybrid,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSViyUIP_Z4IF6uh1pU8mfPjf2OA2KEPuXQF18RCaoZLuLuJXD97KOVOu3DWABbVcHGxLxS6FcMSps8/pub?gid=684626521&single=true&output=csv,2022-10-17
cam2021btaa,cam2021btaa,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTtqEJfnLEPSul0fJ4ix4Swhk5lPw7e2bt38rBAGSz7auqwEdLeRrfN6nkoGdOyvklYCL1eOq01dgiK/pub?gid=684626521&single=true&output=csv,2022-10-17
cam2021sanlic,cam2021sanlic,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQKPbDHdl_8zvfquDiR30BTNfPAJtsVO8a6V8WYK6BfPilaxmP7Wn4MFdV47ysR-mwe-oLzJZBnIse5/pub?gid=684626521&single=true&output=csv,2022-10-17
cam2021ub,cam2021ub,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRU2UNm2rDY5V8oTUtMmvZ-07X7C3tnfdtX5QE2Ub7cLsUIR0m_usRHRzbq_3jRzXsFWivF5KlCRJFX/pub?gid=684626521&single=true&output=csv,2022-10-17
cam2021utexas,cam2021utexas,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vR1jDo1XTVIbdLQZbG2cMGCtY0IvTwt742sRY0oajLuFZUQSMTsZrOfBXryHAANAksbvuOhpu0p7r1Q/pub?gid=684626521&single=true&output=csv,2022-11-02
els2021finelib,els2021finelib,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vR6jry5BaYcasSNWu4Ix7oSm443r-bXMVt052JPkUEAfHY2T5H8WuRLvM6yIh4toJfJo8q3qIw0-Fwm/pub?gid=684626521&single=true&output=csv,2022-10-17
iop2021malmad,iop2021malmad,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSfPDOQsU1Uuhy6wlluxzfcazHSkucKHn9g1MLUTsB2Dq9cZqtcC_hfsFhSuaf2OGmPDYmCpF_T83_E/pub?gid=684626521&single=true&output=csv,2022-10-17
oxf2021jisc_1,oxf2021jisc,Main,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vS874rPbtspo1WAuj7Qmy0sdU_mj2YtvWzLsdBBqBJu6W1baoBbHtcPUpU9r14sa8czMQcTM-JgH8Hg/pub?gid=684626521&single=true&output=csv,2022-10-17
oxf2021jisc_2,oxf2021jisc,Upgrade,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vR8DlyQH7GsoS3k20cLlt-Q6pfb3bnsK-ddrQGLSZRIW3B7Ycl6Suc-NHoN65liLDN5Hfvry9C1eMbb/pub?gid=684626521&single=true&output=csv,2022-10-17
sc2020csal,sc2020csal,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSZdNcK82hA4A3PsyPyMUAk2arGqCTGvegPdiq0Fd1pJ8d81swLUsxh75umRfzk0fstGhcjihpB0Q4-/pub?gid=684626521&single=true&output=csv,2022-10-17
sc2020unit,sc2020unit,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTlpA6ti73fO6AevQ9KfkGoJfaBqRzF8oXFKi7JEO82VEQ6kAOZ7KOGHU_YHODXRNMZ4X1zyZOlAURv/pub?gid=684626521&single=true&output=csv,2022-10-17
acm2021uta,acm2021uta,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTciHeO7ivLe17ovlRsIVafXLTwH1YP5lZnC5Wt3YORkCKS_XIR_aB2JM7lyL37FgBmSm8RkqB5aO8U/pub?gid=684626521&single=true&output=csv,2022-10-18
acm2021utwente,acm2021utwente,NA,2025-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQj77ztU1_QGGKLYJa4LpWxSzBJ8tx49MEbfSkBpsuXvUZK5UkSZh8VVVBahvQXj-tuW3qKCZXOO1U2/pub?gid=684626521&single=true&output=csv,2022-11-02
cam2021csal,cam2021csal,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ7xOYy3Dd9JMqNReDP4AVpH-owsXzHHiW0gV7KFbQumswDEsKuHLetORqDYtU-uDd9ig96VIUy9YwB/pub?gid=684626521&single=true&output=csv,2022-10-18
compbio2021uit,compbio2021uit,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRAWvmOiGCVmfosXvbhZemGMHTxhefEBSD4I4qJHP5YOBWxgyDlBNii7uIC3JSR5ZvY7lLdcZ3U1_FO/pub?gid=684626521&single=true&output=csv,2022-10-18
degruy2022malmad,degruy2022malmad,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQA8SVXQxUM_X3LluSClNFFInwrw06hU4XOryBI6D8gsgWs0dU84f-2mvjZhI7XANGIFoJ4tI0K4k9I/pub?gid=684626521&single=true&output=csv,2022-10-18
eme2021finelib,eme2021finelib,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQFP1_yPYmtg_a1ZjWXKdDV83NQy5fjqpoWn0Kob0JUnjq4ee4IMSE3sbmWqy2xnPSF8gnR7AyhyikU/pub?gid=684626521&single=true&output=csv,2022-10-18
ieee2021ie,ieee2021ie,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ3wEmdN8IiticRiyesuY11WQn6-qIogCj3_Yf45TJ4EHrOj2_KrhX2dTuoF2iEo_ayJn0IR4pA0AGU/pub?gid=684626521&single=true&output=csv,2022-10-18
iop2021tue,iop2021tue,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQEjhrvg8iycVWOoCjiIIGU2d41ek-CpoZZjSK7qZzEl_-z-yKXNhaggTvda2ViQDsdCWsqmjw3qERn/pub?gid=684626521&single=true&output=csv,2022-10-18
kar2020czelib,kar2020czelib,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vR0QPJHxvJySWiPnA66RzeUMok1iSeYGMBVnsrf6WG4i_NRmSwiPye9r-R5RXpBY4Ui4TXu2LH9PBBG/pub?gid=684626521&single=true&output=csv,2022-09-20
karger2022bibsam,karger2022bibsam,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTHqLKNasYlhHjAPN_oiizIiQ66rCIZB4Ib3Yi7jhQ9Aq2ycztTKwqr4NIxLVAcC1grSJ_iydvKOuyd/pub?gid=684626521&single=true&output=csv,2022-09-20
microbio2022tum,microbio2022tum,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTO77hh48R-6M1xt9-puzgANs3VvcGZpIV82Hh92bgvsmQELYaAgLeFtwSolI22BlGdZAwGHrIKpJi7/pub?gid=684626521&single=true&output=csv,2022-10-18
thie2019ger,thie2019ger,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRivuIjMB0k5vm_aAmM1lTvJp2KUwR-odVk-8cRFRKUn-J_7DkiOZ7garHPEc0MmjqyQhZf5pYry1hO/pub?gid=684626521&single=true&output=csv,2022-10-18
acs2020crui,acs2020crui,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTnaGHczuKMETpgMjBVe2m3tas6NEDT4gZpDLIPq_q9Y2Bpt11WKWLnyXwFHDapv1Ip1-D8FW1X4Il4/pub?gid=684626521&single=true&output=csv,2022-10-19
aphs2021jisc,aphs2021jisc,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSu2dn3qtbzxqjv0FjKzwWRFU9X2hk0kgioRgganQUyMKpk6FgP7B6BDvsOVDNoTHi-cVdGU14kFU_Y/pub?gid=684626521&single=true&output=csv,2022-10-19
cam2021uaz,cam2021uaz,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSAxqurf3Id47r4XPglKJZ0hMfjuD0BGWBa_OeYPwRuf5OlcPgUrC7oYA6-xRlPddwm1AYw3XmosdUL/pub?gid=684626521&single=true&output=csv,2022-10-19
compbio2022jisc_1,compbio2022jisc,3 journals,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTCDRnZP9dx26ij9gey0awDi975e69hchnCyKp48xiZ94M26A2ZSP2eVMgtDZWgzOpAmen6AbBaD8VI/pub?gid=684626521&single=true&output=csv,2022-10-19
compbio2022jisc_2,compbio2022jisc,5 journals,2021-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRJOxhK2bEV5Bj7hloCvmMyinpC_wu3cc07D8Lk45W8u4P3bg-spQRJkOPl8awunzIK7Nm4_5OxkVBE/pub?gid=684626521&single=true&output=csv,2022-10-19
els2021csiro,els2021csiro,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSrjbZvWRCS6dw_Agg6CKFv-t5Z7NPKA1bQJuZr8SsXvQsWXYFjsjWkV-9lvMfAXpsCbZye9eodSzkw/pub?gid=684626521&single=true&output=csv,2022-10-19
els2021kemoe_1,els2021kemoe,Hybrid & Gold,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRYrG_x0ZBZMcozRAJUy5pA42VG02Tz9mMFdz1J6EA4JQR38oFd_a0CywbZZy6ln61L_a19Z0Phl3q3/pub?gid=684626521&single=true&output=csv,2022-10-19
els2021kemoe_2,els2021kemoe,Cell Press Hybrid,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRf5hxbYYoVdex7bfsi6lV0PmNO0fk_e6BJ_OlHzU5Reo8Fa3o43iOfP5_TT9c6yZ1OdslxfonHTk-Z/pub?gid=684626521&single=true&output=csv,2022-10-19
ers2022jisc_1,ers2022jisc,option 1,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ4noMfFlTRkDM5jlM_axGsSElNYZWAMfZ5uGUcPTPNNGGc4pB_L5mhdxJEG8lDL5k613sLoa7-FU0U/pub?gid=684626521&single=true&output=csv,2022-10-19
ers2022jisc_2,ers2022jisc,option 2,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQa5FPvxr5svUl8jlJuqHkmDSV0crk71WJXhTiLMnsTVmwrrjuJUGgyVW0gNvsZpNvWxfO9Lr1ki_3v/pub?gid=684626521&single=true&output=csv,2022-10-19
portpress2021csic,portpress2021csic,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTnpYeghIjeg_UAwA0zsy-tiSxG4x8Fn703OwF6DdZzAC-iygliUzqeNuF_RSMSHuATc6vEH6UKMia3/pub?gid=684626521&single=true&output=csv,2022-10-19
rcgp2021jisc,rcgp2021jisc,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vR0CyrIXh6E26suZWQHbIwEUdRU5Xbz-9edJpHWnN-WlV-049sezOSN3TpLv9vlyYv9P12kjPD8LCbm/pub?gid=684626521&single=true&output=csv,2022-10-19
trs2021ie,trs2021ie,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vR7PNLYlY7Cr8oEO5CuBNGocylgvFG57kHeYfEi7TO2BquFtb5yUMGvFvEXuoaDMNvi56JvZ4btbTXa/pub?gid=684626521&single=true&output=csv,2022-10-19
trs2022jisc,trs2022jisc,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTrTVoEEFbI5KAjTzgg--mcTRQQIZTJ-04Qv5d4m6MZp6l_w5FtOekMJp1L2KtztgZpL8mesfCiqopG/pub?gid=684626521&single=true&output=csv,2022-10-19
compbio2022bibsam,compbio2022bibsam,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKdE21_DAFf6iSZW9byj5r4rWj1xGyinHNnX7rNtjwqrWmV1oiLXGz57SRrdhV-TI22F93O2nlXGQH/pub?gid=684626521&single=true&output=csv,2022-10-20
iop2021ie,iop2021ie,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTVDEL8k9Y9bUvTRLgajk7GeOQF8VaJSGmnzm1Gv3IIuegRHcb2WzNhyX3pKeMMsclVdgC4kEnyfW5O/pub?gid=684626521&single=true&output=csv,2022-10-20
nas2021jisc,nas2021jisc,NA,2023-06-30,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQo1guoWpeoWuLhOkFP_cylsqkR4mPsDGQZDATNxGiGkDeSmDqZoWpnf0ilImSlttKhhpCBolc2yWt4/pub?gid=684626521&single=true&output=csv,2022-10-20
trs2022csic,trs2022csic,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQG_P5xU7ur3GN15E744WniUJACuGGJojxrc4EnpwKOatviM8JhK16ndgA4ACKQjWRlkk9FekEO5_0f/pub?gid=684626521&single=true&output=csv,2022-10-20
acm2021leiden,acm2021leiden,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vR8fPUKCzyye1GT2hLmoPsFoj8sfseHXdEuIrfoYzpS01g9aDQZ0bp-Z2A9MtVVvC2eTPGFThejEUl9/pub?gid=684626521&single=true&output=csv,2022-10-21
cam2022crkn,cam2022crkn,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSuHVVRBlyPzf8T7RKTKLlR1WhRkv-x2pwWsEswYaaVqlWnwCjl2rC4M968xhHUi7CUrTA-PD7T6pnX/pub?gid=684626521&single=true&output=csv,2022-10-21
compbio2020malmad,compbio2020malmad,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTpXXHGjtPkRYdXXss0ZIoJegjVhCvKzpmeJMDnuwph2EMH_d6oTdaRsbi7WEK_jylIn98v_XprVBKd/pub?gid=684626521&single=true&output=csv,2022-10-21
degruy2020crui,degruy2020crui,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ_Xk0aV_8-rh0z4LAkMW-ugGD2DdTH_wJDrE6COrMFpaiMwRInW_Cek_G460rz2-16F5bLVL4MB3-j/pub?gid=684626521&single=true&output=csv,2022-10-21
degruy2021heal,degruy2021heal,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSNyVD4fTfj4EHipvjU6R_e02GseuGF--ip0ByjmC-BZHuSfech7QFgvR9I2LTP5_iZUYAkHsACGzP9/pub?gid=684626521&single=true&output=csv,2022-10-21
degruy2022kemoe,degruy2022kemoe,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ9_swENkwwDSjxpMhjaqHpup_PZaAezcBonXyUtusPdCnMkASiKF72cwz2GwCT_KdNzhPaeV9yGHDm/pub?gid=684626521&single=true&output=csv,2022-10-21
ecs2022ie,ecs2022ie,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRsIlTXAGXLZxnU00sHJKncgwLoEM1iKdHBHArYloH86OUJzYEZudvpzuOwfG_oy-IKCiE-GfSgaNq0/pub?gid=684626521&single=true&output=csv,2022-10-21
microbio2022mpdl,microbio2022mpdl,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTYe8aTDWBT7Vg1FPqduv9NBwIvDgUle_3q7OxZZKrVBE5HTvs4YgNXiv2zwrGzPjrAbYWLE_8qT7b6/pub?gid=684626521&single=true&output=csv,2022-10-21
nas2021cdl,nas2021cdl,NA,2023-07-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTjo8RH9Rg-uHuC6yqw1Mmqipb8P5hiSA2hKUPC0akofqBBIWUW78ryE5DMM3aOm95V_Ogp2N-vC4HA/pub?gid=684626521&single=true&output=csv,2022-10-21
oxf2021hub,oxf2021hub,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRHKWNBniw2lcx2BC94FoYndOYRf-laN-RblOP5gb5yIYJ93uC9KXbbAfAFJICJg5SPBTVYoOOEpTFx/pub?gid=684626521&single=true&output=csv,2022-10-21
portpress2020uaz,portpress2020uaz,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTJWBmqlneqd8zHnmsHXtivIkJRFxBR4ccFFtGya-aijIK6nwL5yJhBl9TXunhgDB36byoQDZalM0cG/pub?gid=684626521&single=true&output=csv,2022-10-21
rsc2022ie,rsc2022ie,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSf5OTeaCwXqE5y554q8OJ5KxWQF_HOGWavWWXFLDTdNZYE895DWr4w7GijT0mFul9NF8Rq2TzhO7xw/pub?gid=684626521&single=true&output=csv,2022-10-21
sage2022kis,sage2022kis,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRudAhh6wpjBF0phQVyk7zN7b3SjzYn8_zylZTE1AkEpIC3Z35LXJ4j350SC4xDDaKbvpz2njs69ygZ/pub?gid=684626521&single=true&output=csv,2022-10-21
trs2022tue,trs2022tue,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQghuseYIKPkBfVGbJhAAzRFKrbzACjgtL9mdQN6zjs8rSQq4ckQVWdQ5iEuu9uHwxiGzEwIl_VnC4H/pub?gid=684626521&single=true&output=csv,2022-10-21
wiley2022sanlic,wiley2022sanlic,NA,2025-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTpRlsMu0KdND4QhQjsJe6ZW6QmmweiuLHxCGmpUo7ug2ZdqJcZsU9B2ErayU-0JdZhf52QxKHULX6n/pub?gid=684626521&single=true&output=csv,2022-10-21
apa2022jisc,apa2022jisc,NA,2023-07-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQEwp5H0tKVLX2fuStAKCVjXpivH_d1JUB3X72TIs4HZPt09JOUJUIAEAezTjFpv-UHUskGZ9Zhhqb-/pub?gid=684626521&single=true&output=csv,2022-10-24
degruy2022unilj,degruy2022unilj,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTCHx5Ds2cnBkx1BIBLVPzlk0BeXchMBq_MxASMp2_06E75MsmrRrP-CG7DoQNITk-26o9izXyMD6W6/pub?gid=684626521&single=true&output=csv,2022-06-16
acm2021lu,acm2021lu,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTj_R1CVAOszdgifIS03trU2SMXtTP32R332xEdIL-NKeH2C7cbPt5JUa5ZZRX5OSyeDjWc6FwwNrNx/pub?gid=684626521&single=true&output=csv,2022-10-03
cam2022gac,cam2022gac,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSAkAE0pv6nB_y-ODC61pH_E2vHo2r6-wGZtNsqqSlr4bfjx-V0tAmD_9b95SORgtZZnST7zXgx1Jb9/pub?gid=684626521&single=true&output=csv,2022-10-31
gsl2022jisc,gsl2022jisc,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQp3giZ1jEjsDXejtNzQgB_u--ePcnDaMvOOGOFmycEVIWEnnP6sdiYBG_cz4IHfrGUGUvoUNR4Wm-Y/pub?gid=684626521&single=true&output=csv,2022-10-31
aip2022csic,aip2022csic,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRtH5CfYTW8Ev_BhtuSFjdlL9fDml3IwkqCTa1lsKh3y1DcbD-AxMvv39TD5xVRvhdglytnyWwhF6Ev/pub?gid=684626521&single=true&output=csv,2022-11-01
aip2022uit,aip2022uit,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vR4ljmVVMNdmeZip3ofPpJY8VTI7HQ-2T5rvwJFw0v2IOZkVPwbxWP-qRNHsTslFMihIjT1YR5EznlG/pub?gid=684626521&single=true&output=csv,2022-11-01
aps2022kaust,aps2022kaust,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRu7BARh-Z8y-JzkrsDA63NT9us-9JA5_eM3wCX--5Gi7lkXPzhToevHKLCMs_OnYceQ4vN3XLJ4NHU/pub?gid=684626521&single=true&output=csv,2022-11-01
cam2020palico,cam2020palico,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vT305a5HWH33nZadxXNKd22j4hV__rslpGxBzh-kx1o4VBddML0yYOAqcOKMQISUk3XIKHeECLkovUI/pub?gid=684626521&single=true&output=csv,2022-11-01
cam2022ukhsa,cam2022ukhsa,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSBSUyjNC_qtqGfHC8WjDuXiDxf9bCdt6ek7bF9ocy7Vw6bWvUGRiBHDQfPb9sS-3x-CkTIZM4JS-xr/pub?gid=684626521&single=true&output=csv,2022-11-01
els2020csal,els2020csal,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vR_V0bHFLiOuCEuAkrbJARhHdqLm2hce5g3y6j_2-RwSMgVNQTu_9oF2pwqoSBqRfMhUEh7N0bOlorQ/pub?gid=684626521&single=true&output=csv,2022-11-01
sc2020crui,sc2020crui,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRTFyymO7qlRA0QYXQyxZCohdq1wfA1-PGuw4G3jdb2U7ZY9QysgFY9xd4mED-3bJ9liKasaH0-8DHx/pub?gid=684626521&single=true&output=csv,2022-11-01
tf2020mpdl,tf2020mpdl,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRfdaZxZte4uAugZdJLJRiGY-78QSBtEAJxrCiO7QWNyAZJ65SIzlMk1pkHUK1tinoYmhXXn3Ykacw3/pub?gid=684626521&single=true&output=csv,2022-11-01
tf2020osu,tf2020osu,NA,2022-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSP6Sa5YxNjG8gGBG_2nTZs3jEYC2bSfFVX1Gn1sAfFDErtv7BpRG00IN90DP6IoeUruSWaAt_5iUUq/pub?gid=684626521&single=true&output=csv,2022-11-01
wiley2020crui,wiley2020crui,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQmu87kVDdJPsdVd_MfDAIQaYz5VYTbx3Vk-tm-pyMjkyh1Vc4cuXQAaQAkGjvJez4eyeYXKxPVYjVA/pub?gid=684626521&single=true&output=csv,2022-11-01
cam2022oulu,cam2022oulu,NA,2023-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQXPKt2of-NRq3ir8V4XWbZZ8Tje1Xl_els1oNqTy4n2fKW9JsUSK3X3kv4aZb6Dt8QTzYXAUEChTwR/pub?gid=684626521&single=true&output=csv,2022-11-02
cam2022uantw,cam2022uantw,NA,2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTSMB_L0UFLBfqHauN-_pc6RoW8gBLY4ertK-oHglelCH2zSTVL8mVT9FWauP4h80gxJM49P1WOlGx0/pub?gid=684626521&single=true&output=csv,2022-11-02
eme2020crui_1,eme2020crui,"AFE, BMS, ENG,  HRLOS, IKM,  MAR, OLQ, PPEM",2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vQiPU_SB_SXsfiZyWIPLjPNhDnx6NXr7wCpO0P-1h7iktRO2fMAK2L5zVKnagJBuVmANw17oki826QT/pub?gid=684626521&single=true&output=csv,2022-10-05
eme2020crui_2,eme2020crui,"AFE, BMS, ENG,  HRLOS, MAR, OLQ, PPEM",2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vTN_jO51UHwcgtba7ZgF71gX7e0Gflk_1U3bdLBnImiXYlSpjD6RbPOJl2bk1MLm9YPWqDkAEQu1leT/pub?gid=684626521&single=true&output=csv,2022-10-05
eme2020crui_3,eme2020crui,"AFE, BMS, ENG, HRLOS, IKM, MAR, OLQ",2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vRSz_L8lYSd2E_7ZAH3ukjOaf0y7NGUZnTYqcTR5DcVnOuHnTQtcqoXH5qQOZf9TjeoKio7uR40YNTl/pub?gid=684626521&single=true&output=csv,2022-10-05
eme2020crui_4,eme2020crui,"AFE, BMS, ENG, MAR, OLQ, PPEM",2024-12-31,yes,https://docs.google.com/spreadsheets/d/e/2PACX-1vSWI4lpq5OpOaRpRly1H6oqdD8mLfSGywxZ5xIBTjwDlQ7D46VnzwmqdsYLedyuvS8FWBbali1e_KGM/pub?gid=684626521&single=true&output=csv,2022-10-05
