esac_id_unique,institution_name,ror_id,institution_first_seen,institution_last_seen
ers2021eifl,Bauska Central Library,NA,2023-01-18,NA
ers2021eifl,College of Business Administration,https://ror.org/03x1zq178,2023-01-18,NA
ers2021eifl,College of Law,https://ror.org/006xbp572,2023-01-18,NA
ers2021eifl,Daugavpils Medical College,https://ror.org/0490tje89,2023-01-18,NA
ers2021eifl,Daugavpils University,https://ror.org/01mrkb883,2023-01-18,NA
ers2021eifl,Dobeles County Central Library,NA,2023-01-18,NA
ers2021eifl,Economic and Culture High School,NA,2023-01-18,NA
ers2021eifl,Fundamental Library of the Latvian University of Agriculture,https://ror.org/03f077y84,2023-01-18,NA
ers2021eifl,Graduate School of Information Systems Management (ISMA),https://ror.org/03mhzg809,2023-01-18,NA
ers2021eifl,Gulbene City Library,NA,2023-01-18,NA
ers2021eifl,Higher School of Social Technologies,https://ror.org/05jbbr095,2023-01-18,NA
ers2021eifl,Jazeps Vitols Latvian Academy of Music,https://ror.org/014zenb08,2023-01-18,NA
ers2021eifl,Jekabpils Central Library,NA,2023-01-18,NA
ers2021eifl,Jekabpils City Library,NA,2023-01-18,NA
ers2021eifl,Jelgava City Library,NA,2023-01-18,NA
ers2021eifl,Kuldiga Main Library,NA,2023-01-18,NA
ers2021eifl,Latgale Central Library,NA,2023-01-18,NA
ers2021eifl,Latvia Bank Library,https://ror.org/000cf1839,2023-01-18,NA
ers2021eifl,Latvia Culture College,https://ror.org/03f18y477,2023-01-18,NA
ers2021eifl,Latvia University,https://ror.org/05g3mes96,2023-01-18,NA
ers2021eifl,Latvia University P.Stradins Medical College,https://ror.org/00h1aq868,2023-01-18,NA
ers2021eifl,Latvia University Riga Medical College,NA,2023-01-18,NA
ers2021eifl,Latvia University Wood chemistry Institute,https://ror.org/0281y1011,2023-01-18,NA
ers2021eifl,Latvian Academy of Art,https://ror.org/015j3ky41,2023-01-18,NA
ers2021eifl,Latvian Academy of Culture,https://ror.org/03f18y477,2023-01-18,NA
ers2021eifl,Latvian Academy of Sports Education,https://ror.org/02h9hn661,2023-01-18,NA
ers2021eifl,Latvian Institute of Organic Synthesis,https://ror.org/01a92vw29,2023-01-18,NA
ers2021eifl,Latvian Maritime Academy,https://ror.org/00xxekd18,2023-01-18,NA
ers2021eifl,Liepaja Central Scientific Library,NA,2023-01-18,NA
ers2021eifl,Liepaja University,https://ror.org/01gzemj61,2023-01-18,NA
ers2021eifl,Limbazi Main Library,NA,2023-01-18,NA
ers2021eifl,Livani County Central Library,NA,2023-01-18,NA
ers2021eifl,LR Saeima Library,NA,2023-01-18,NA
ers2021eifl,Madona District Main Library,NA,2023-01-18,NA
ers2021eifl,National Defence Academy of Latvia,https://ror.org/01qxgsr72,2023-01-18,NA
ers2021eifl,National Library of Latvia,https://ror.org/00mxv8r67,2023-01-18,NA
ers2021eifl,Ogre Central Library,NA,2023-01-18,NA
ers2021eifl,Patent and Technology Library of Latvian Patent Office,NA,2023-01-18,NA
ers2021eifl,Rezekne Academy of Technologies,https://ror.org/04d6the49,2023-01-18,NA
ers2021eifl,Rezekne Main Library,NA,2023-01-18,NA
ers2021eifl,Riga Aeronautical Institute,https://ror.org/03zjsm671,2023-01-18,NA
ers2021eifl,Riga Building College,https://ror.org/05xgx1b08,2023-01-18,NA
ers2021eifl,Riga Business School,https://ror.org/036zvka13,2023-01-18,NA
ers2021eifl,Riga Central Library,NA,2023-01-18,NA
ers2021eifl,Riga Graduate School of Law,https://ror.org/05wh3xd46,2023-01-18,NA
ers2021eifl,Riga Higher Institute of Religious Science,NA,2023-01-18,NA
ers2021eifl,Riga Stradins University,https://ror.org/03nadks56,2023-01-18,NA
ers2021eifl,Riga Technical College,https://ror.org/036zvka13,2023-01-18,NA
ers2021eifl,Riga Technical university,https://ror.org/00twb6c09,2023-01-18,NA
ers2021eifl,RISEBA University,https://ror.org/00pc6v375,2023-01-18,NA
ers2021eifl,Salaspils Library,NA,2023-01-18,NA
ers2021eifl,Saldus City Library,NA,2023-01-18,NA
ers2021eifl,Sigulda Region Library,NA,2023-01-18,NA
ers2021eifl,State Chancellery Library,NA,2023-01-18,NA
ers2021eifl,Stockholm School of Economics in Riga,https://ror.org/00qaje814,2023-01-18,NA
ers2021eifl,Turiba University,https://ror.org/01hhj0x41,2023-01-18,NA
ers2021eifl,University of Applied Sciences (Valmiera),https://ror.org/03jp1kx71,2023-01-18,NA
ers2021eifl,Valmiera Library,NA,2023-01-18,NA
ers2021eifl,Ventspils Library (Ventspils University College Library as division),https://ror.org/03sc6wx59,2023-01-18,NA
ers2021eifl,Ventspils museum,NA,2023-01-18,NA
ers2021eifl,Department of Agricultural Research,NA,2023-01-18,NA
ers2021eifl,Botho University,https://ror.org/00nfn7821,2023-01-18,NA
ers2021eifl,Central Bank of Lesotho,NA,2023-01-18,NA
ers2021eifl,Centre of Accounting Studies,NA,2023-01-18,NA
ers2021eifl,Institution of Development Management,NA,2023-01-18,NA
ers2021eifl,Lerotholi Polytechnic,NA,2023-01-18,NA
ers2021eifl,Lesotho Agricultural College,NA,2023-01-18,NA
ers2021eifl,Lesotho College of Education,NA,2023-01-18,NA
ers2021eifl,Lesotho Highlands Development Authority,NA,2023-01-18,NA
ers2021eifl,Lesotho Institute of Administration & Management,NA,2023-01-18,NA
ers2021eifl,Lesotho National Library Services,NA,2023-01-18,NA
ers2021eifl,Maluti Adventist College of Nursing,NA,2023-01-18,NA
ers2021eifl,National Health Training College,NA,2023-01-18,NA
ers2021eifl,National University of Lesotho,https://ror.org/04j4j0a75,2023-01-18,NA
ers2021eifl,Palace of Justice,NA,2023-01-18,NA
ers2021eifl,Paray College of Nursing,NA,2023-01-18,NA
ers2021eifl,Parliament Library (National Assembly),NA,2023-01-18,NA
ers2021eifl,Roma College of Nursing,NA,2023-01-18,NA
ers2021eifl,Scott College of Nursing,NA,2023-01-18,NA
ers2021eifl,Transformation Resource Centre,NA,2023-01-18,NA
ers2021eifl,Adomas Mickevičius Vilnius County Public Library,NA,2023-01-18,NA
ers2021eifl,Alytus College,https://ror.org/00wf4k745,2023-01-18,NA
ers2021eifl,European Humanities University,https://ror.org/04ymc4274,2023-01-18,NA
ers2021eifl,Gabrielė Petkevičaitė-Bitė Panevėžys County Public Library,NA,2023-01-18,NA
ers2021eifl,General Jonas Žemaitis Military Academy of Lithuania,https://ror.org/048m2aa35,2023-01-18,NA
ers2021eifl,Ieva Simonaitytė Klaipėda County Public Library,NA,2023-01-18,NA
ers2021eifl,Institute of the Lithuanian Literature and Folklore,https://ror.org/050gfgn67,2023-01-18,NA
ers2021eifl,International School of Law and Business,https://ror.org/01x1jeh78,2023-01-18,NA
ers2021eifl,ISM University of Management and Economics,https://ror.org/05rky1t53,2023-01-18,NA
ers2021eifl,Kaunas College,https://ror.org/03qk8fz33,2023-01-18,NA
ers2021eifl,Kaunas County Public Library,https://ror.org/02qpb0e30,2023-01-18,NA
ers2021eifl,Kaunas University of Applied Engineering Sciences,https://ror.org/05450rm96,2023-01-18,NA
ers2021eifl,Kaunas University of Technology,https://ror.org/01me6gb93,2023-01-18,NA
ers2021eifl,Kazimieras Simonavičius University,https://ror.org/056ad8q42,2023-01-18,NA
ers2021eifl,Klaipėda State College,NA,2023-01-18,NA
ers2021eifl,Klaipėda University,https://ror.org/027sdcz20,2023-01-18,NA
ers2021eifl,Kolping University of Applied Science,https://ror.org/03jjt5g98,2023-01-18,NA
ers2021eifl,LCC International University,https://ror.org/01rqcwn02,2023-01-18,NA
ers2021eifl,Lithuanian Energy Institute,https://ror.org/0350e0c50,2023-01-18,NA
ers2021eifl,Lithuanian Institute of Agrarian Economics,https://ror.org/035mr7v54,2023-01-18,NA
ers2021eifl,Lithuanian Institute of History,https://ror.org/052hz8t89,2023-01-18,NA
ers2021eifl,Lithuanian Library of Medicine,NA,2023-01-18,NA
ers2021eifl,Lithuanian Maritime Academy,https://ror.org/03hmgxr98,2023-01-18,NA
ers2021eifl,Lithuanian Music and Theatre Academy,https://ror.org/02qr8jq33,2023-01-18,NA
ers2021eifl,Lithuanian Research Centre for Agriculture and Forestry,https://ror.org/0480smc83,2023-01-18,NA
ers2021eifl,Lithuanian Sports University,https://ror.org/00hxk7s55,2023-01-18,NA
ers2021eifl,Lithuanian University of Health Sciences,https://ror.org/0069bkg23,2023-01-18,NA
ers2021eifl,Marijampole College,https://ror.org/050khj261,2023-01-18,NA
ers2021eifl,Martynas Mažvydas National Library of Lithuania,https://ror.org/0306thw41,2023-01-18,NA
ers2021eifl,Mykolas Romeris University,https://ror.org/0052k0e03,2023-01-18,NA
ers2021eifl,Panevėžys College,https://ror.org/05j03hp45,2023-01-18,NA
ers2021eifl,Povilas Višinskis Šiauliai County Public Library,NA,2023-01-18,NA
ers2021eifl,Šiauliai State College,https://ror.org/01w69qj84,2023-01-18,NA
ers2021eifl,Šiauliai University,https://ror.org/033rfce62,2023-01-18,NA
ers2021eifl,SMK University of Applied Social Sciences,https://ror.org/00g11es29,2023-01-18,NA
ers2021eifl,St. Ignatius Loyola College,https://ror.org/05w61r586,2023-01-18,NA
ers2021eifl,State Scientific Research Institute Center for Physical Sciences and Technology,https://ror.org/010310r32,2023-01-18,NA
ers2021eifl,The Wroblewski Library of the Lithuanian Academy of Sciences,https://ror.org/035gfy236,2023-01-18,NA
ers2021eifl,Utena College,https://ror.org/05q4md098,2023-01-18,NA
ers2021eifl,Vilniaus Kolegija/University of Applied Sciences,https://ror.org/004gnah66,2023-01-18,NA
ers2021eifl,Vilnius Academy of Arts,https://ror.org/05r42kg44,2023-01-18,NA
ers2021eifl,Vilnius Business College,https://ror.org/0219t5m94,2023-01-18,NA
ers2021eifl,Vilnius College of Design,https://ror.org/052f72b28,2023-01-18,NA
ers2021eifl,Vilnius College of Technologies and Design,https://ror.org/020hkyk57,2023-01-18,NA
ers2021eifl,Vilnius Gediminas Technical University,https://ror.org/02x3e4q36,2023-01-18,NA
ers2021eifl,Vilnius St. Joseph’s Seminary,https://ror.org/02149rc02,2023-01-18,NA
ers2021eifl,Vilnius University,https://ror.org/03nadee84,2023-01-18,NA
ers2021eifl,Vytautas Magnus University,https://ror.org/04y7eh037,2023-01-18,NA
ers2021eifl,African Bible College,https://ror.org/01wry0y20,2023-01-18,NA
ers2021eifl,Catholic University,https://ror.org/05g4bfa05,2023-01-18,NA
ers2021eifl,Chancellor College of the University of Malawi,https://ror.org/04vtx5s55,2023-01-18,NA
ers2021eifl,College of Medicine (COM),https://ror.org/04vtx5s55,2023-01-18,NA
ers2021eifl,Daeyang University,NA,2023-01-18,NA
ers2021eifl,DMI St. John the Baptist University,https://ror.org/02ngq1848,2023-01-18,NA
ers2021eifl,"Domasi College of Education (DCE),",NA,2023-01-18,NA
ers2021eifl,Exploits University,NA,2023-01-18,NA
ers2021eifl,Jubilee University,NA,2023-01-18,NA
ers2021eifl,"Kamuzu College of Nursing (KCN),",https://ror.org/04vtx5s55,2023-01-18,NA
ers2021eifl,Lilongwe University,NA,2023-01-18,NA
ers2021eifl,Lilongwe University of Agriculture and Natural Resources (LUANAR),https://ror.org/0188qm081,2023-01-18,NA
ers2021eifl,Livingstonia University,https://ror.org/02fqsc924,2023-01-18,NA
ers2021eifl,Malawi Adventist University,https://ror.org/012tb7473,2023-01-18,NA
ers2021eifl,Malawi College of Accountancy,NA,2023-01-18,NA
ers2021eifl,Malawi College of Health Sciences,NA,2023-01-18,NA
ers2021eifl,Malawi Institute of Education (MIE),NA,2023-01-18,NA
ers2021eifl,Malawi Institute of Management (MIM),NA,2023-01-18,NA
ers2021eifl,Malawi University of Science and Technology,https://ror.org/027vmhf17,2023-01-18,NA
ers2021eifl,Mwimba College of Agriculture,NA,2023-01-18,NA
ers2021eifl,Mzuzu University,https://ror.org/008ej3804,2023-01-18,NA
ers2021eifl,Nalikule College of Agriculture,NA,2023-01-18,NA
ers2021eifl,National Commission of Science and Technology (NCST),NA,2023-01-18,NA
ers2021eifl,National Library Services (NLS),NA,2023-01-18,NA
ers2021eifl,Pentecostal Life University,NA,2023-01-18,NA
ers2021eifl,Polytechnic,https://ror.org/04vtx5s55,2023-01-18,NA
ers2021eifl,Reserve Bank of Malawi,NA,2023-01-18,NA
ers2021eifl,ShareWorld University,NA,2023-01-18,NA
ers2021eifl,TEVET (Technical Vocational and Entrepreneurial Training Authority),NA,2023-01-18,NA
ers2021eifl,Avid College,NA,2023-01-18,NA
ers2021eifl,Billabong High EPS Internationl School,NA,2023-01-18,NA
ers2021eifl,Clique College,NA,2023-01-18,NA
ers2021eifl,Cyryx College,NA,2023-01-18,NA
ers2021eifl,Defense Institute for Training and Education (DITE),NA,2023-01-18,NA
ers2021eifl,Dhivehi Bahuge Academy,NA,2023-01-18,NA
ers2021eifl,Institute for Security and Law Enforcement Studies (ISLES),NA,2023-01-18,NA
ers2021eifl,Library of Peoples' Majlis,NA,2023-01-18,NA
ers2021eifl,Maldives Islamic University,NA,2023-01-18,NA
ers2021eifl,Maldives National University,https://ror.org/00dbrh564,2023-01-18,NA
ers2021eifl,Maldives Polytechnic,NA,2023-01-18,NA
ers2021eifl,MAM Business School,NA,2023-01-18,NA
ers2021eifl,Mandhu College,NA,2023-01-18,NA
ers2021eifl,MAPS College,NA,2023-01-18,NA
ers2021eifl,Mianz International (MI) College,https://ror.org/042q0et03,2023-01-18,NA
ers2021eifl,National Library,NA,2023-01-18,NA
ers2021eifl,Villa College,https://ror.org/005azck40,2023-01-18,NA
ers2021eifl,“Alecu Russo” State University of Balti,https://ror.org/016ahab87,2023-01-18,NA
ers2021eifl,“Bogdan Petriceicu Hașdeu” State University of Cahul,https://ror.org/025t4nz25,2023-01-18,NA
ers2021eifl,Grigore Țamblac State University of Taraclia,https://ror.org/05eak0w67,2023-01-18,NA
ers2021eifl,Ion Creangă State Pedagogical University,https://ror.org/05aqyve98,2023-01-18,NA
ers2021eifl,Academy Stefan cel Mare of Ministry of Internal Affairs,https://ror.org/036kvxa54,2023-01-18,NA
ers2021eifl,Academy of Economic Studies of Moldova,https://ror.org/04d26v797,2023-01-18,NA
ers2021eifl,"Academy of Music, Theatre and Fine Arts",https://ror.org/04apw5n28,2023-01-18,NA
ers2021eifl,Academy of Public Administration,https://ror.org/03q8q9685,2023-01-18,NA
ers2021eifl,Academy of Science of Moldova,https://ror.org/01w01n720,2023-01-18,NA
ers2021eifl,Centre for Continuous Electoral Training of Moldova,NA,2023-01-18,NA
ers2021eifl,Chisinau Municipal Library “Bogdan Petriceicu Hasdeu”,https://ror.org/025t4nz25,2023-01-18,NA
ers2021eifl,Comrat State University from Moldova,NA,2023-01-18,NA
ers2021eifl,Constitutional Court of the Republic of Moldova,NA,2023-01-18,NA
ers2021eifl,Free International University of Moldova,https://ror.org/054jx1t36,2023-01-18,NA
ers2021eifl,Information Society Development Institute,NA,2023-01-18,NA
ers2021eifl,National Library of Republic of Moldova,NA,2023-01-18,NA
ers2021eifl,Scientific Library of the Slavic University in the Republic of Moldova,NA,2023-01-18,NA
ers2021eifl,State Agrarian University of Moldova,https://ror.org/01g7fa878,2023-01-18,NA
ers2021eifl,State University of Medicine and Pharmacy “Nicolae Testemitanu”,https://ror.org/03xww6m08,2023-01-18,NA
ers2021eifl,State University of Moldova,https://ror.org/0475kvb92,2023-01-18,NA
ers2021eifl,State University of Physical Education and Sport,https://ror.org/05peb2h15,2023-01-18,NA
ers2021eifl,State University of Tiraspol,https://ror.org/04wd4rg36,2023-01-18,NA
ers2021eifl,Technical University of Moldova,https://ror.org/02b82hk77,2023-01-18,NA
ers2021eifl,Trade Co-operative University of Moldova,https://ror.org/000p7dd29,2023-01-18,NA
ers2021eifl,Bago University,NA,2023-01-18,NA
ers2021eifl,Centre for Tourism Development (CTD),NA,2023-01-18,NA
ers2021eifl,Chindwin College,NA,2023-01-18,NA
ers2021eifl,"Co-Operative University, Sagaing",NA,2023-01-18,NA
ers2021eifl,"Co-operative University, Thanlyin",NA,2023-01-18,NA
ers2021eifl,Dagon University,https://ror.org/05rn78z96,2023-01-18,NA
ers2021eifl,Department of Medical Research,NA,2023-01-18,NA
ers2021eifl,Department of Myanmar Nationalities' Languages,NA,2023-01-18,NA
ers2021eifl,East Yangon University,https://ror.org/05nnaxh18,2023-01-18,NA
ers2021eifl,Gusto University,NA,2023-01-18,NA
ers2021eifl,Hmawbi Technological University,https://ror.org/046tej914,2023-01-18,NA
ers2021eifl,Mandalar University,NA,2023-01-18,NA
ers2021eifl,Mandalay Technological University (MTU),https://ror.org/01gwmqw64,2023-01-18,NA
ers2021eifl,Mandalay University,https://ror.org/030xx9n34,2023-01-18,NA
ers2021eifl,Mandalay University of Distance Education,https://ror.org/01c9d4e73,2023-01-18,NA
ers2021eifl,Mawlamyine University (MLMU),https://ror.org/01rckwh32,2023-01-18,NA
ers2021eifl,Monywar University of Economics,NA,2023-01-18,NA
ers2021eifl,Myanmar Imperial University,NA,2023-01-18,NA
ers2021eifl,Myanmar Institute of Strategic and International Studies (MISIS),NA,2023-01-18,NA
ers2021eifl,Myanmar Maritime University,https://ror.org/03vcw8q46,2023-01-18,NA
ers2021eifl,Myanmar Mercantile Marine College,NA,2023-01-18,NA
ers2021eifl,Myitkyina University,https://ror.org/05f92a127,2023-01-18,NA
ers2021eifl,National Management Degree College,https://ror.org/03vrs3080,2023-01-18,NA
ers2021eifl,Parami University,NA,2023-01-18,NA
ers2021eifl,Pathein University,https://ror.org/035g9cv42,2023-01-18,NA
ers2021eifl,PS Business School,NA,2023-01-18,NA
ers2021eifl,Pyay University,https://ror.org/03cgbtn12,2023-01-18,NA
ers2021eifl,Sagaing Technological University,NA,2023-01-18,NA
ers2021eifl,Sagaing University,NA,2023-01-18,NA
ers2021eifl,Sagaing University of Education,NA,2023-01-18,NA
ers2021eifl,Sittwe University,https://ror.org/019cpth08,2023-01-18,NA
ers2021eifl,Taunggyi University,https://ror.org/046st9p05,2023-01-18,NA
ers2021eifl,"University of Computer Studies, Dawei",NA,2023-01-18,NA
ers2021eifl,"University of Computer Studies, Mandalay (UCSM)",NA,2023-01-18,NA
ers2021eifl,"University of Computer Studies, Meiktla",NA,2023-01-18,NA
ers2021eifl,"University of Computer Studies, Taungoo",NA,2023-01-18,NA
ers2021eifl,"University of Computer Studies, Yangon (UCSY)",https://ror.org/03bxja712,2023-01-18,NA
ers2021eifl,University of Dental Medicine Mandalay,https://ror.org/01184z192,2023-01-18,NA
ers2021eifl,University of Dental Medicine Yangon,https://ror.org/03ksn2k92,2023-01-18,NA
ers2021eifl,University of Information Technology,https://ror.org/038smxt70,2023-01-18,NA
ers2021eifl,University of Medicine 1,https://ror.org/04y61qm95,2023-01-18,NA
ers2021eifl,University of Medicine 2,https://ror.org/05028dx30,2023-01-18,NA
ers2021eifl,University of Medicine Mandalay,https://ror.org/03gz88214,2023-01-18,NA
ers2021eifl,West Yangon Technological University,https://ror.org/01bfcjz55,2023-01-18,NA
ers2021eifl,West Yangon University,https://ror.org/01x5kh380,2023-01-18,NA
ers2021eifl,Yadanabon University,https://ror.org/00dcg0248,2023-01-18,NA
ers2021eifl,Yangon Technological University,https://ror.org/008pxsf13,2023-01-18,NA
ers2021eifl,Yangon University and Universities' Central Library,https://ror.org/038724806,2023-01-18,NA
ers2021eifl,Yangon University of Distance Education,https://ror.org/034k66c68,2023-01-18,NA
ers2021eifl,Yangon University of Economics,https://ror.org/0133h5567,2023-01-18,NA
ers2021eifl,Yangon University of Education,https://ror.org/05g910a37,2023-01-18,NA
ers2021eifl,Yangon University of Foreign Languages,https://ror.org/03pwq8a06,2023-01-18,NA
ers2021eifl,Yezin University of Agriculture,https://ror.org/025q7w350,2023-01-18,NA
ers2021eifl,Bank of Namibia,NA,2023-01-18,NA
ers2021eifl,International University of Management,https://ror.org/011d6dm60,2023-01-18,NA
ers2021eifl,Ministry of Environment & Tourism,https://ror.org/051pbs608,2023-01-18,NA
ers2021eifl,Ministry of Mines and Energy,NA,2023-01-18,NA
ers2021eifl,Namibia Institute of Public Administration Library (NIPAM),NA,2023-01-18,NA
ers2021eifl,Namibia Library & Archives Directorate,NA,2023-01-18,NA
ers2021eifl,National Library of Namibia,https://ror.org/00w0c8s08,2023-01-18,NA
ers2021eifl,National University of Science & Technology,https://ror.org/03gg1ey66,2023-01-18,NA
ers2021eifl,University of Namibia Library,https://ror.org/016xje988,2023-01-18,NA
ers2021eifl,Welwitchia University,NA,2023-01-18,NA
ers2021eifl,"Aadikavi Bhanubhakta Campus, Damauli",NA,2023-01-18,NA
ers2021eifl,"Aaryan School, Baneshwor, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Ace Institute of Management, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Armed Police Force, Command and Staff College, Kathmandu",NA,2023-01-18,NA
ers2021eifl,Army Command and Staff College,NA,2023-01-18,NA
ers2021eifl,"Balkumari College, Chitwan",NA,2023-01-18,NA
ers2021eifl,"Baneshwor Multiple Campus, Baneshwor",https://ror.org/05hf7ba61,2023-01-18,NA
ers2021eifl,"Central Department of Anthropology, TU, Kirtipur",NA,2023-01-18,NA
ers2021eifl,"Central Department of Sociology/Anthropology, Kirtipur",NA,2023-01-18,NA
ers2021eifl,"Centre for Nepal and Asian Studies (CNAS), Tribhuvan University, Kirtipur",NA,2023-01-18,NA
ers2021eifl,"Centre for Population and Development (CPAD), Biratnagar",NA,2023-01-18,NA
ers2021eifl,CG Institute of Management,NA,2023-01-18,NA
ers2021eifl,"Chakrabarti HaBi Education Academy, College of Law",NA,2023-01-18,NA
ers2021eifl,College of Applied Business,NA,2023-01-18,NA
ers2021eifl,"Damak Multiple Campus, Damak, Jhapa",NA,2023-01-18,NA
ers2021eifl,"DAV College of Management, Jawalakhel, Lalitpur",NA,2023-01-18,NA
ers2021eifl,"Department of International Relations and Diplomacy (DIRD), TU",NA,2023-01-18,NA
ers2021eifl,"Excel International College, New Baneshwor",NA,2023-01-18,NA
ers2021eifl,"Global College of Management, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Health Research and Social Development Forum (Herd), Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Hetauda School of Management, Hetauda",NA,2023-01-18,NA
ers2021eifl,"Himalayan Institute of Science and Technology, New Baneshwor, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Institute for Integrated Development Studies (IIDS), Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Institute for Social and Environmental Transition – Nepal, Kathmandu",https://ror.org/04xam4r33,2023-01-18,NA
ers2021eifl,Institute of Crisis Management (ICMS),NA,2023-01-18,NA
ers2021eifl,"International Center for Academics (ICA), Gyaneshwor, Kathmandu",NA,2023-01-18,NA
ers2021eifl,International Centre for Integrated Mountain Development (ICIMOD),https://ror.org/024brep87,2023-01-18,NA
ers2021eifl,"International School of Tourism and Hotel Management, Gyaneshwor, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Jana Bhawana Campus, Chapagaun, Lalitpur",NA,2023-01-18,NA
ers2021eifl,"Janapriya Multiple Campus, Pokhara",NA,2023-01-18,NA
ers2021eifl,"K and K International College, New Baneshwor, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Kailali Multiple Campus, Dhangadi",NA,2023-01-18,NA
ers2021eifl,"Kanchan Vidya Mandir, Mahendranagar",NA,2023-01-18,NA
ers2021eifl,"Kathmandu College of Management, Lalitpur",https://ror.org/032e4ps38,2023-01-18,NA
ers2021eifl,"Kathmandu Model College, Balkumari",NA,2023-01-18,NA
ers2021eifl,"Kathmandu University Central Library, Dhulikhel",https://ror.org/036xnae80,2023-01-18,NA
ers2021eifl,"Kathmandu University, School of Arts, Lalitpur",NA,2023-01-18,NA
ers2021eifl,"Kathmandu University, School of Education, Lalitpur",NA,2023-01-18,NA
ers2021eifl,"Kings College, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Kshitiz International College, Butwal",NA,2023-01-18,NA
ers2021eifl,"Lalitpur Engineering College, Lalitpur",NA,2023-01-18,NA
ers2021eifl,"Little Angels’ College, Lalitpur",NA,2023-01-18,NA
ers2021eifl,"Lumbini Banijya Campus, Butwal",NA,2023-01-18,NA
ers2021eifl,"Madan Puraskar Pustakalaya, Lalitpur",NA,2023-01-18,NA
ers2021eifl,"Mahendra Morang Adarsha Multiple Campus, Biratnagar",NA,2023-01-18,NA
ers2021eifl,"Mahendra Multiple Campus, Dharan",NA,2023-01-18,NA
ers2021eifl,"Martin Chautari, Kathmandu",https://ror.org/033893t28,2023-01-18,NA
ers2021eifl,"Mechi Multiple Campus, Jhapa",NA,2023-01-18,NA
ers2021eifl,Mid-Western University Central Library,https://ror.org/05hf7ba61,2023-01-18,NA
ers2021eifl,"Mid-Western University School of Management, Surkhet",NA,2023-01-18,NA
ers2021eifl,"Ministry of Education, Science and Technology",NA,2023-01-18,NA
ers2021eifl,"National Academy of Science and Technology, Dhangadi",https://ror.org/00863x694,2023-01-18,NA
ers2021eifl,"National Centre for Educational Development (NCED), Bhaktapur",NA,2023-01-18,NA
ers2021eifl,"National College, Baluwatar, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Nepa School of Social Sciences and Humanities, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Nepal Administrative Staff College, Lalitpur",NA,2023-01-18,NA
ers2021eifl,"Nepal College of Management, Lalitpur",NA,2023-01-18,NA
ers2021eifl,"Nepal Commerce Campus, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Nepal National Library, Lalitpur",NA,2023-01-18,NA
ers2021eifl,"Nilkantha Multiple Campus, Dhading",NA,2023-01-18,NA
ers2021eifl,"Oxford College of Engineering and Management, Gaindakot, Nawalparasi",NA,2023-01-18,NA
ers2021eifl,"Padma Kanya Multiple College, Bagbazar",NA,2023-01-18,NA
ers2021eifl,"Pokhara University Central Library, Pokhara",https://ror.org/02dayf324,2023-01-18,NA
ers2021eifl,"Prithvi Narayan Campus, Pokhara",NA,2023-01-18,NA
ers2021eifl,"Ratna Rajyalaxmi Campus, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Research Management Cell (RMC), Mid-Western University (MWU)",https://ror.org/05hf7ba61,2023-01-18,NA
ers2021eifl,"Samata Foundation, Lalitpur",NA,2023-01-18,NA
ers2021eifl,"Sanothimi Campus, Bhaktapur",NA,2023-01-18,NA
ers2021eifl,"Saraswati Samudayik Sikai Kendra, Biratnagar",NA,2023-01-18,NA
ers2021eifl,"School of Management, Tribhuwan University, Kirtipur",NA,2023-01-18,NA
ers2021eifl,"Siddhartha Gautam Buddha Campus, Butwal",https://ror.org/01hnnne31,2023-01-18,NA
ers2021eifl,"Social Science Baha, Kathmandu",https://ror.org/00xr7fv60,2023-01-18,NA
ers2021eifl,"St. Xavier’s College, Maitighar, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Sukuna Multiple Campus, Morang",NA,2023-01-18,NA
ers2021eifl,"Tejganga Multiple Campus, Panauti",NA,2023-01-18,NA
ers2021eifl,"Thames International College, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"The British College, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Tribhuvan University Central Library, Kirtipur",https://ror.org/02rg1r889,2023-01-18,NA
ers2021eifl,"Tridev Multiple Campus, Jhapa",NA,2023-01-18,NA
ers2021eifl,"Ullens School, Lalitpur",NA,2023-01-18,NA
ers2021eifl,"Uniglobe College, Baneshwor, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Uniglobe Higher Secondary School, Kamaladi, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Universal College, Kathmandu",NA,2023-01-18,NA
ers2021eifl,"Waling Multiple Campus, Syangja",NA,2023-01-18,NA
ers2021eifl,"""Goce Delcev"" University in Stip",https://ror.org/058q1cn43,2023-01-18,NA
ers2021eifl,Academy for training of judges and public prosecutors,NA,2023-01-18,NA
